sample_id,total_reads,pass_qc,reads_mapped,reference,percent_reference_coverage,median_coverage,count_minor_snv_at_or_over_5_pct,pass_fail_reason,subtype,mira_module,runid,instrument,clade,short_clade,subclade
3104176849_N90OX0GS_v1,1006436,996410,153240,A_MP,100.0,12574,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176849_N90OX0GS_v1,1006436,996410,99087,A_NA_N2,100.0,5668,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176849_N90OX0GS_v1,1006436,996410,92160,A_NP,100.0,5267,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176849_N90OX0GS_v1,1006436,996410,52580,A_NS,97.1,4934,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176849_N90OX0GS_v1,1006436,996410,164504,A_PA,100.0,6019,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176849_N90OX0GS_v1,1006436,996410,110313,A_PB1,100.0,4027,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176849_N90OX0GS_v1,1006436,996410,153807,A_PB2,100.0,5657,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176882_N90OX0LD_v1,624542,617213,79265,A_HA_H3,99.82,3784,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3104176882_N90OX0LD_v1,624542,617213,93364,A_MP,100.0,8038,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176882_N90OX0LD_v1,624542,617213,63273,A_NA_N2,100.0,3828,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176882_N90OX0LD_v1,624542,617213,67424,A_NP,100.0,3944,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176882_N90OX0LD_v1,624542,617213,33923,A_NS,97.1,3419,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176882_N90OX0LD_v1,624542,617213,67102,A_PA,100.0,2716,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176882_N90OX0LD_v1,624542,617213,67325,A_PB1,100.0,2513,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176882_N90OX0LD_v1,624542,617213,81809,A_PB2,100.0,3135,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176894_N90OX0N1_v1,1035508,1024705,141179,A_HA_H3,99.82,6660,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3104176894_N90OX0N1_v1,1035508,1024705,152767,A_MP,100.0,12634,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176894_N90OX0N1_v1,1035508,1024705,103440,A_NA_N2,100.0,6172,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176894_N90OX0N1_v1,1035508,1024705,113809,A_NP,100.0,6544,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176894_N90OX0N1_v1,1035508,1024705,49488,A_NS,97.1,4790,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176894_N90OX0N1_v1,1035508,1024705,152195,A_PA,100.0,5814,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176894_N90OX0N1_v1,1035508,1024705,114284,A_PB1,100.0,4215,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176894_N90OX0N1_v1,1035508,1024705,172309,A_PB2,100.0,6176,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176903_N90OX0OA_v1,838020,830236,106190,A_HA_H3,99.82,5243,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3104176903_N90OX0OA_v1,838020,830236,132652,A_MP,100.0,11075,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176903_N90OX0OA_v1,838020,830236,76107,A_NA_N2,100.0,4551,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176903_N90OX0OA_v1,838020,830236,102320,A_NP,100.0,5918,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176903_N90OX0OA_v1,838020,830236,40397,A_NS,97.1,3963,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176903_N90OX0OA_v1,838020,830236,120633,A_PA,100.0,4641,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176903_N90OX0OA_v1,838020,830236,84965,A_PB1,100.0,3172,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176903_N90OX0OA_v1,838020,830236,135863,A_PB2,100.0,5242,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176913_N90OX0PO_v1,783386,777278,86193,A_HA_H3,99.82,4174,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3104176913_N90OX0PO_v1,783386,777278,113963,A_MP,100.0,9768,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176913_N90OX0PO_v1,783386,777278,74331,A_NA_N2,100.0,4513,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176913_N90OX0PO_v1,783386,777278,64785,A_NP,100.0,3780,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176913_N90OX0PO_v1,783386,777278,33926,A_NS,97.1,3477,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176913_N90OX0PO_v1,783386,777278,129424,A_PA,100.0,2963,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176913_N90OX0PO_v1,783386,777278,81269,A_PB1,100.0,2156,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176913_N90OX0PO_v1,783386,777278,160764,A_PB2,100.0,2979,2,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177046_N90OX185_v1,947264,938801,134854,A_HA_H3,99.82,6611,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3104177046_N90OX185_v1,947264,938801,129359,A_MP,100.0,10858,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177046_N90OX185_v1,947264,938801,109442,A_NA_N2,100.0,6413,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177046_N90OX185_v1,947264,938801,103966,A_NP,100.0,6004,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177046_N90OX185_v1,947264,938801,49693,A_NS,97.1,4863,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177046_N90OX185_v1,947264,938801,127284,A_PA,100.0,4904,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177046_N90OX185_v1,947264,938801,98885,A_PB1,100.0,3646,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177046_N90OX185_v1,947264,938801,162988,A_PB2,100.0,6047,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177104_N90OX1G7_v1,686620,678745,46582,A_HA_H3,99.82,2172,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3104177104_N90OX1G7_v1,686620,678745,71799,A_MP,100.0,6189,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177104_N90OX1G7_v1,686620,678745,32579,A_NA_N2,100.0,1974,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177104_N90OX1G7_v1,686620,678745,33047,A_NP,100.0,1946,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177104_N90OX1G7_v1,686620,678745,18932,A_NS,97.1,1966,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177104_N90OX1G7_v1,686620,678745,40324,A_PA,100.0,1625,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177104_N90OX1G7_v1,686620,678745,31523,A_PB1,100.0,1198,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177104_N90OX1G7_v1,686620,678745,39294,A_PB2,100.0,1477,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177274_N90OX23T_v1,948124,938166,139202,A_HA_H3,99.82,6517,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3104177274_N90OX23T_v1,948124,938166,191814,A_MP,100.0,15785,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177274_N90OX23T_v1,948124,938166,102218,A_NA_N2,100.0,5966,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177274_N90OX23T_v1,948124,938166,109091,A_NP,100.0,6267,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177274_N90OX23T_v1,948124,938166,87282,A_NS,97.1,8276,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177274_N90OX23T_v1,948124,938166,126164,A_PA,100.0,4652,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177274_N90OX23T_v1,948124,938166,64742,A_PB1,100.0,2354,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177274_N90OX23T_v1,948124,938166,89967,A_PB2,100.0,3293,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177349_N90OX2E8_v1,625378,618984,79854,A_HA_H3,99.82,3778,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3104177349_N90OX2E8_v1,625378,618984,73984,A_MP,100.0,6372,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177349_N90OX2E8_v1,625378,618984,55308,A_NA_N2,100.0,3372,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177349_N90OX2E8_v1,625378,618984,42723,A_NP,100.0,2418,2,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177349_N90OX2E8_v1,625378,618984,26913,A_NS,97.1,2782,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177349_N90OX2E8_v1,625378,618984,79021,A_PA,100.0,2731,2,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177349_N90OX2E8_v1,625378,618984,63854,A_PB1,100.0,1736,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177349_N90OX2E8_v1,625378,618984,81141,A_PB2,100.0,2347,2,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177352_N90OX2EN_v1,1003182,991499,30929,A_HA_H3,99.82,1506,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3104177352_N90OX2EN_v1,1003182,991499,171906,A_MP,100.0,14164,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177352_N90OX2EN_v1,1003182,991499,127980,A_NA_N2,100.0,7589,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177352_N90OX2EN_v1,1003182,991499,116955,A_NP,100.0,6615,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177352_N90OX2EN_v1,1003182,991499,56279,A_NS,97.1,5419,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177352_N90OX2EN_v1,1003182,991499,154719,A_PA,100.0,5825,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177352_N90OX2EN_v1,1003182,991499,125762,A_PB1,100.0,4496,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104177352_N90OX2EN_v1,1003182,991499,182093,A_PB2,100.0,6846,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337248_N90O6VJD_v1,842512,834436,104771,A_HA_H3,99.82,5108,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
4001337248_N90O6VJD_v1,842512,834436,130840,A_MP,100.0,11140,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337248_N90O6VJD_v1,842512,834436,92182,A_NA_N2,100.0,5462,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337248_N90O6VJD_v1,842512,834436,72653,A_NP,100.0,4123,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337248_N90O6VJD_v1,842512,834436,39465,A_NS,97.1,3898,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337248_N90O6VJD_v1,842512,834436,169292,A_PA,100.0,5873,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337248_N90O6VJD_v1,842512,834436,81967,A_PB1,100.0,3006,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337248_N90O6VJD_v1,842512,834436,121091,A_PB2,100.0,4179,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337249_N90O6VJN_v1,486,484,70,A_HA_H3,0.0,2,0,Less than 90% of reference covered;Median coverage < 100,Undetermined,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337249_N90O6VJN_v1,486,484,78,A_MP,0.0,5,0,Less than 90% of reference covered;Median coverage < 100,Undetermined,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337249_N90O6VJN_v1,486,484,42,A_NA_N2,0.0,2,0,Less than 90% of reference covered;Median coverage < 100,Undetermined,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337249_N90O6VJN_v1,486,484,67,A_NP,0.0,3,0,Less than 90% of reference covered;Median coverage < 100,Undetermined,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337249_N90O6VJN_v1,486,484,40,A_NS,0.0,3,0,Less than 90% of reference covered;Median coverage < 100,Undetermined,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337249_N90O6VJN_v1,486,484,46,A_PA,0.0,2,0,Less than 90% of reference covered;Median coverage < 100,Undetermined,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337249_N90O6VJN_v1,486,484,56,A_PB1,0.0,2,0,Less than 90% of reference covered;Median coverage < 100,Undetermined,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337249_N90O6VJN_v1,486,484,43,A_PB2,0.0,1,0,Less than 90% of reference covered;Median coverage < 100,Undetermined,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337252_N90O6VKH_v1,1528336,1515845,180096,A_HA_H3,99.82,8157,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
4001337252_N90O6VKH_v1,1528336,1515845,264192,A_MP,100.0,20417,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337252_N90O6VKH_v1,1528336,1515845,204510,A_NA_N2,100.0,11448,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337252_N90O6VKH_v1,1528336,1515845,165105,A_NP,100.0,8924,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337252_N90O6VKH_v1,1528336,1515845,100125,A_NS,97.1,9172,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337252_N90O6VKH_v1,1528336,1515845,231971,A_PA,100.0,6758,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337252_N90O6VKH_v1,1528336,1515845,128432,A_PB1,100.0,4294,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337252_N90O6VKH_v1,1528336,1515845,184608,A_PB2,100.0,6383,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337258_N90O6VM5_v1,1443502,1423674,124695,A_HA_H3,99.82,5936,4,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
4001337258_N90O6VM5_v1,1443502,1423674,207479,A_MP,100.0,17665,2,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337258_N90O6VM5_v1,1443502,1423674,77940,A_NA_N2,100.0,4786,3,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337258_N90O6VM5_v1,1443502,1423674,66306,A_NP,100.0,3837,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337258_N90O6VM5_v1,1443502,1423674,75477,A_NS,97.1,7667,2,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337258_N90O6VM5_v1,1443502,1423674,21740,A_PA,100.0,638,3,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337258_N90O6VM5_v1,1443502,1423674,36265,A_PB1,100.0,1375,2,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337258_N90O6VM5_v1,1443502,1423674,37457,A_PB2,100.0,1129,2,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337260_N90O6VMP_v1,1681586,1663683,209432,A_HA_H3,99.82,8920,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
4001337260_N90O6VMP_v1,1681586,1663683,261638,A_MP,100.0,21131,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337260_N90O6VMP_v1,1681586,1663683,154757,A_NA_N2,100.0,8984,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337260_N90O6VMP_v1,1681586,1663683,172365,A_NP,100.0,9541,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337260_N90O6VMP_v1,1681586,1663683,94266,A_NS,97.1,8804,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337260_N90O6VMP_v1,1681586,1663683,247680,A_PA,100.0,5517,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337260_N90O6VMP_v1,1681586,1663683,200316,A_PB1,100.0,3796,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337260_N90O6VMP_v1,1681586,1663683,260746,A_PB2,100.0,4794,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337263_N90O6VNJ_v1,1924606,1904976,244600,A_HA_H3,99.82,11290,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
4001337263_N90O6VNJ_v1,1924606,1904976,306426,A_MP,100.0,24291,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337263_N90O6VNJ_v1,1924606,1904976,185812,A_NA_N2,100.0,10517,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337263_N90O6VNJ_v1,1924606,1904976,232075,A_NP,100.0,12703,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337263_N90O6VNJ_v1,1924606,1904976,118446,A_NS,97.1,10886,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337263_N90O6VNJ_v1,1924606,1904976,298944,A_PA,100.0,10360,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337263_N90O6VNJ_v1,1924606,1904976,198698,A_PB1,100.0,6878,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337263_N90O6VNJ_v1,1924606,1904976,268358,A_PB2,100.0,9139,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337266_N90O6VOD_v1,1722276,1710226,266748,A_HA_H3,99.82,11300,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
4001337266_N90O6VOD_v1,1722276,1710226,291445,A_MP,100.0,22013,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337266_N90O6VOD_v1,1722276,1710226,160084,A_NA_N2,100.0,8746,2,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337266_N90O6VOD_v1,1722276,1710226,186536,A_NP,100.0,9531,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337266_N90O6VOD_v1,1722276,1710226,107327,A_NS,97.1,9395,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337266_N90O6VOD_v1,1722276,1710226,210732,A_PA,100.0,7393,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337266_N90O6VOD_v1,1722276,1710226,189735,A_PB1,100.0,6101,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337266_N90O6VOD_v1,1722276,1710226,251292,A_PB2,100.0,8458,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337270_N90O6VPH_v1,0,0,0,Undetermined,0.0,0,0,Fail,Undetermined,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337271_N90O6VPR_v1,861638,853498,110432,A_HA_H3,99.82,5104,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
4001337271_N90O6VPR_v1,861638,853498,128376,A_MP,100.0,10388,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337271_N90O6VPR_v1,861638,853498,97950,A_NA_N2,100.0,5544,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337271_N90O6VPR_v1,861638,853498,90054,A_NP,100.0,4980,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337271_N90O6VPR_v1,861638,853498,52263,A_NS,97.1,4915,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337271_N90O6VPR_v1,861638,853498,133826,A_PA,100.0,2967,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337271_N90O6VPR_v1,861638,853498,91428,A_PB1,100.0,2971,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337271_N90O6VPR_v1,861638,853498,121162,A_PB2,100.0,3102,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337275_N90O6VQV_v1,812346,804179,113905,A_HA_H3,99.82,5320,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
