sample_id,total_reads,pass_qc,reads_mapped,reference,percent_reference_coverage,median_coverage,count_minor_snv_at_or_over_5_pct,pass_fail_reason,subtype,mira_module,runid,instrument,clade,short_clade,subclade
3101679017_N90NX5R0_v1,791102,782068,90640,A_HA_H3,99.82,4273,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679017_N90NX5R0_v1,791102,782068,125978,A_MP,100.0,10660,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679017_N90NX5R0_v1,791102,782068,89416,A_NA_N2,100.0,5280,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679017_N90NX5R0_v1,791102,782068,83538,A_NP,100.0,4797,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679017_N90NX5R0_v1,791102,782068,63502,A_NS,97.1,6110,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679017_N90NX5R0_v1,791102,782068,89050,A_PA,100.0,3420,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679017_N90NX5R0_v1,791102,782068,66350,A_PB1,100.0,2488,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679017_N90NX5R0_v1,791102,782068,91336,A_PB2,100.0,3441,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679018_N90NX5RA_v1,719274,712636,86668,A_HA_H3,99.82,3905,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679018_N90NX5RA_v1,719274,712636,127780,A_MP,100.0,10798,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679018_N90NX5RA_v1,719274,712636,86963,A_NA_N2,100.0,5237,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679018_N90NX5RA_v1,719274,712636,75043,A_NP,100.0,4342,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679018_N90NX5RA_v1,719274,712636,49995,A_NS,97.1,4976,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679018_N90NX5RA_v1,719274,712636,88010,A_PA,100.0,3096,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679018_N90NX5RA_v1,719274,712636,58885,A_PB1,100.0,1948,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679018_N90NX5RA_v1,719274,712636,82887,A_PB2,100.0,2782,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679020_N90NX5RU_v1,740528,732781,112563,A_HA_H3,99.82,5421,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679020_N90NX5RU_v1,740528,732781,122306,A_MP,100.0,10247,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679020_N90NX5RU_v1,740528,732781,70967,A_NA_N2,100.0,4197,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679020_N90NX5RU_v1,740528,732781,82822,A_NP,100.0,4716,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679020_N90NX5RU_v1,740528,732781,41341,A_NS,97.1,4077,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679020_N90NX5RU_v1,740528,732781,99157,A_PA,100.0,3769,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679020_N90NX5RU_v1,740528,732781,74801,A_PB1,100.0,2764,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679020_N90NX5RU_v1,740528,732781,111924,A_PB2,100.0,4232,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679022_N90NX5SE_v1,895842,887031,112621,A_HA_H3,99.82,5411,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679022_N90NX5SE_v1,895842,887031,167070,A_MP,100.0,13916,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679022_N90NX5SE_v1,895842,887031,109400,A_NA_N2,100.0,6457,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679022_N90NX5SE_v1,895842,887031,84808,A_NP,100.0,4807,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679022_N90NX5SE_v1,895842,887031,46714,A_NS,97.1,4493,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679022_N90NX5SE_v1,895842,887031,121418,A_PA,100.0,3656,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679022_N90NX5SE_v1,895842,887031,105055,A_PB1,100.0,2354,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679022_N90NX5SE_v1,895842,887031,107425,A_PB2,100.0,3509,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679024_N90NX5SY_v1,884746,875259,108499,A_HA_H3,99.82,5265,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679024_N90NX5SY_v1,884746,875259,128405,A_MP,100.0,10708,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679024_N90NX5SY_v1,884746,875259,86283,A_NA_N2,100.0,5147,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679024_N90NX5SY_v1,884746,875259,82777,A_NP,100.0,4780,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679024_N90NX5SY_v1,884746,875259,41572,A_NS,97.1,4067,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679024_N90NX5SY_v1,884746,875259,174893,A_PA,100.0,4368,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679024_N90NX5SY_v1,884746,875259,86428,A_PB1,100.0,2940,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679024_N90NX5SY_v1,884746,875259,140925,A_PB2,100.0,4081,2,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679025_N90NX5T8_v1,889862,882244,126956,A_HA_H3,99.82,6125,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679025_N90NX5T8_v1,889862,882244,139104,A_MP,100.0,11387,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679025_N90NX5T8_v1,889862,882244,92045,A_NA_N2,100.0,5496,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679025_N90NX5T8_v1,889862,882244,93244,A_NP,100.0,5381,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679025_N90NX5T8_v1,889862,882244,45045,A_NS,97.1,4366,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679025_N90NX5T8_v1,889862,882244,125307,A_PA,100.0,4779,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679025_N90NX5T8_v1,889862,882244,104401,A_PB1,100.0,3464,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679025_N90NX5T8_v1,889862,882244,132842,A_PB2,100.0,4861,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679027_N90NX5TS_v1,758084,750180,107652,A_HA_H3,99.82,5328,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679027_N90NX5TS_v1,758084,750180,128361,A_MP,100.0,10652,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679027_N90NX5TS_v1,758084,750180,69640,A_NA_N2,100.0,4217,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679027_N90NX5TS_v1,758084,750180,93922,A_NP,100.0,5494,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679027_N90NX5TS_v1,758084,750180,46103,A_NS,97.1,4480,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679027_N90NX5TS_v1,758084,750180,100932,A_PA,100.0,3809,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679027_N90NX5TS_v1,758084,750180,73054,A_PB1,100.0,2757,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679027_N90NX5TS_v1,758084,750180,110726,A_PB2,100.0,4203,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679028_N90NX5U2_v1,826844,818504,103222,A_HA_H3,99.82,4810,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679028_N90NX5U2_v1,826844,818504,140579,A_MP,100.0,11397,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679028_N90NX5U2_v1,826844,818504,90343,A_NA_N2,100.0,5116,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679028_N90NX5U2_v1,826844,818504,88307,A_NP,100.0,4822,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679028_N90NX5U2_v1,826844,818504,50971,A_NS,97.1,4804,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679028_N90NX5U2_v1,826844,818504,131938,A_PA,100.0,3729,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679028_N90NX5U2_v1,826844,818504,81186,A_PB1,100.0,2946,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679028_N90NX5U2_v1,826844,818504,106662,A_PB2,100.0,3657,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679029_N90NX5UC_v1,701536,695686,60667,A_HA_H3,99.82,2770,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679029_N90NX5UC_v1,701536,695686,69750,A_MP,100.0,5779,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679029_N90NX5UC_v1,701536,695686,49226,A_NA_N2,100.0,2622,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679029_N90NX5UC_v1,701536,695686,49050,A_NP,100.0,2725,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679029_N90NX5UC_v1,701536,695686,28738,A_NS,97.1,2683,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679029_N90NX5UC_v1,701536,695686,175291,A_PA,100.0,1413,6,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679029_N90NX5UC_v1,701536,695686,111094,A_PB1,100.0,1264,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679029_N90NX5UC_v1,701536,695686,119279,A_PB2,100.0,1488,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679031_N90NX5UW_v1,1024074,1013332,134071,A_HA_H3,99.82,6213,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679031_N90NX5UW_v1,1024074,1013332,159281,A_MP,100.0,12780,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679031_N90NX5UW_v1,1024074,1013332,109977,A_NA_N2,100.0,6243,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679031_N90NX5UW_v1,1024074,1013332,96895,A_NP,100.0,5289,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679031_N90NX5UW_v1,1024074,1013332,70179,A_NS,97.1,6245,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679031_N90NX5UW_v1,1024074,1013332,162963,A_PA,100.0,5060,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679031_N90NX5UW_v1,1024074,1013332,113668,A_PB1,100.0,3791,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679031_N90NX5UW_v1,1024074,1013332,138261,A_PB2,100.0,4572,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679036_N90NX5WA_v1,926676,917580,133595,A_HA_H3,99.82,6409,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679036_N90NX5WA_v1,926676,917580,167683,A_MP,100.0,13643,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679036_N90NX5WA_v1,926676,917580,80040,A_NA_N2,100.0,4792,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679036_N90NX5WA_v1,926676,917580,113252,A_NP,100.0,6472,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679036_N90NX5WA_v1,926676,917580,46214,A_NS,97.1,4476,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679036_N90NX5WA_v1,926676,917580,117392,A_PA,100.0,4592,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679036_N90NX5WA_v1,926676,917580,102097,A_PB1,100.0,3843,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679036_N90NX5WA_v1,926676,917580,131332,A_PB2,100.0,5003,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679041_N90NX5XO_v1,761968,754259,88463,A_HA_H3,99.82,4207,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679041_N90NX5XO_v1,761968,754259,118199,A_MP,100.0,10109,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679041_N90NX5XO_v1,761968,754259,88944,A_NA_N2,100.0,5339,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679041_N90NX5XO_v1,761968,754259,73155,A_NP,100.0,4146,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679041_N90NX5XO_v1,761968,754259,38828,A_NS,97.1,3748,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679041_N90NX5XO_v1,761968,754259,119174,A_PA,100.0,3999,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679041_N90NX5XO_v1,761968,754259,71298,A_PB1,100.0,2459,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679041_N90NX5XO_v1,761968,754259,133753,A_PB2,100.0,3381,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679042_N90NX5XY_v1,738150,730994,115869,A_HA_H3,99.82,4194,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679042_N90NX5XY_v1,738150,730994,113000,A_MP,100.0,9849,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679042_N90NX5XY_v1,738150,730994,70011,A_NA_N2,100.0,4236,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679042_N90NX5XY_v1,738150,730994,62413,A_NP,100.0,3629,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679042_N90NX5XY_v1,738150,730994,28060,A_NS,97.1,2855,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679042_N90NX5XY_v1,738150,730994,131837,A_PA,100.0,3008,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679042_N90NX5XY_v1,738150,730994,89120,A_PB1,100.0,1729,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679042_N90NX5XY_v1,738150,730994,93157,A_PB2,100.0,2176,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679044_N90NX5YI_v1,911016,901760,111866,A_HA_H3,99.82,5367,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679044_N90NX5YI_v1,911016,901760,138489,A_MP,100.0,11722,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679044_N90NX5YI_v1,911016,901760,97572,A_NA_N2,100.0,5869,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679044_N90NX5YI_v1,911016,901760,90262,A_NP,100.0,5061,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679044_N90NX5YI_v1,911016,901760,45255,A_NS,97.1,4465,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679044_N90NX5YI_v1,911016,901760,155642,A_PA,100.0,4682,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679044_N90NX5YI_v1,911016,901760,99364,A_PB1,100.0,3348,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679044_N90NX5YI_v1,911016,901760,138119,A_PB2,100.0,4679,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679048_N90NX5ZM_v1,836198,826235,102003,A_HA_H3,99.82,4896,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679048_N90NX5ZM_v1,836198,826235,161133,A_MP,100.0,13416,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679048_N90NX5ZM_v1,836198,826235,75146,A_NA_N2,100.0,4525,7,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679048_N90NX5ZM_v1,836198,826235,88477,A_NP,100.0,5106,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679048_N90NX5ZM_v1,836198,826235,42868,A_NS,97.1,4164,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679048_N90NX5ZM_v1,836198,826235,125064,A_PA,100.0,4152,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679048_N90NX5ZM_v1,836198,826235,87129,A_PB1,100.0,2483,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679048_N90NX5ZM_v1,836198,826235,114417,A_PB2,100.0,3551,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679049_N90NX5ZW_v1,719628,712972,100276,A_HA_H3,99.82,4789,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679049_N90NX5ZW_v1,719628,712972,118075,A_MP,100.0,9827,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679049_N90NX5ZW_v1,719628,712972,82588,A_NA_N2,100.0,4923,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679049_N90NX5ZW_v1,719628,712972,73348,A_NP,100.0,4058,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679049_N90NX5ZW_v1,719628,712972,35832,A_NS,97.1,3421,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679049_N90NX5ZW_v1,719628,712972,101330,A_PA,100.0,3784,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679049_N90NX5ZW_v1,719628,712972,76611,A_PB1,100.0,2863,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679049_N90NX5ZW_v1,719628,712972,107276,A_PB2,100.0,4020,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679054_N90NX61A_v1,957618,947704,102011,A_HA_H3,99.82,4655,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679054_N90NX61A_v1,957618,947704,128058,A_MP,100.0,10560,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679054_N90NX61A_v1,957618,947704,103366,A_NA_N2,100.0,5906,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679054_N90NX61A_v1,957618,947704,97287,A_NP,100.0,5435,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679054_N90NX61A_v1,957618,947704,55338,A_NS,97.1,4923,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679054_N90NX61A_v1,957618,947704,204587,A_PA,100.0,5446,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679054_N90NX61A_v1,957618,947704,93703,A_PB1,100.0,3031,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679054_N90NX61A_v1,957618,947704,131146,A_PB2,100.0,3984,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679055_N90NX61K_v1,816566,808575,94878,A_HA_H3,99.82,4516,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679055_N90NX61K_v1,816566,808575,131235,A_MP,100.0,11000,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679055_N90NX61K_v1,816566,808575,41267,A_NA_N2,100.0,2458,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679055_N90NX61K_v1,816566,808575,66737,A_NP,100.0,3796,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679055_N90NX61K_v1,816566,808575,45020,A_NS,97.1,4289,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679055_N90NX61K_v1,816566,808575,187523,A_PA,100.0,3286,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679055_N90NX61K_v1,816566,808575,92961,A_PB1,100.0,3016,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679055_N90NX61K_v1,816566,808575,124010,A_PB2,100.0,4047,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679058_N90NX62E_v1,790366,782015,105460,A_HA_H3,99.82,5068,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679058_N90NX62E_v1,790366,782015,127745,A_MP,100.0,10693,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679058_N90NX62E_v1,790366,782015,92655,A_NA_N2,100.0,5456,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679058_N90NX62E_v1,790366,782015,75861,A_NP,100.0,4303,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
